"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 09:20:39 GMT 2021","Sun Aug 22 09:21:03 GMT 2021","24375","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Sun Aug 22 09:20:19 GMT 2021","Sun Aug 22 09:20:27 GMT 2021","8166","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Sun Aug 22 09:18:48 GMT 2021","Sun Aug 22 09:18:48 GMT 2021","68","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Sun Aug 22 09:18:50 GMT 2021","Sun Aug 22 09:18:59 GMT 2021","9469","test","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Aug 22 09:19:00 GMT 2021","Sun Aug 22 09:19:03 GMT 2021","2934","test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Aug 22 09:19:20 GMT 2021","Sun Aug 22 09:19:45 GMT 2021","25116","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Sun Aug 22 09:20:05 GMT 2021","Sun Aug 22 09:20:18 GMT 2021","13029","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Sun Aug 22 09:21:03 GMT 2021","Sun Aug 22 09:21:28 GMT 2021","24473","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Sun Aug 22 09:19:47 GMT 2021","Sun Aug 22 09:20:04 GMT 2021","17065","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sun Aug 22 09:19:04 GMT 2021","Sun Aug 22 09:19:07 GMT 2021","3010","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Aug 22 09:19:09 GMT 2021","Sun Aug 22 09:19:20 GMT 2021","10877","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Sun Aug 22 09:20:29 GMT 2021","Sun Aug 22 09:20:38 GMT 2021","9036","test","test_conduit","TestConduit","","","test_pagination",""
