"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 17:57:02 GMT 2021","Fri Aug 13 17:57:02 GMT 2021","107","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 17:57:25 GMT 2021","Fri Aug 13 17:57:37 GMT 2021","11603","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Aug 13 17:57:04 GMT 2021","Fri Aug 13 17:57:14 GMT 2021","9711","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Aug 13 17:57:15 GMT 2021","Fri Aug 13 17:57:19 GMT 2021","3450","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 17:57:20 GMT 2021","Fri Aug 13 17:57:24 GMT 2021","3230","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 17:58:05 GMT 2021","Fri Aug 13 17:58:23 GMT 2021","17327","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 17:58:49 GMT 2021","Fri Aug 13 17:58:59 GMT 2021","9114","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 17:58:39 GMT 2021","Fri Aug 13 17:58:48 GMT 2021","8749","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 17:59:27 GMT 2021","Fri Aug 13 17:59:52 GMT 2021","24764","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"broken","Fri Aug 13 17:57:39 GMT 2021","Fri Aug 13 17:58:04 GMT 2021","25012","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 17:59:00 GMT 2021","Fri Aug 13 17:59:25 GMT 2021","25077","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 17:58:24 GMT 2021","Fri Aug 13 17:58:37 GMT 2021","13049","test","test_conduit","TestConduit","","","test_listing_data",""
