"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 18:31:56 GMT 2021","Fri Aug 13 18:32:20 GMT 2021","24310","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 18:31:23 GMT 2021","Fri Aug 13 18:31:35 GMT 2021","12911","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Fri Aug 13 18:32:21 GMT 2021","Fri Aug 13 18:32:45 GMT 2021","24371","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Fri Aug 13 18:31:37 GMT 2021","Fri Aug 13 18:31:45 GMT 2021","8092","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 18:30:24 GMT 2021","Fri Aug 13 18:30:27 GMT 2021","2962","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 18:30:21 GMT 2021","Fri Aug 13 18:30:24 GMT 2021","2822","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 18:31:47 GMT 2021","Fri Aug 13 18:31:56 GMT 2021","8933","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 18:30:08 GMT 2021","Fri Aug 13 18:30:08 GMT 2021","100","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"broken","Fri Aug 13 18:30:41 GMT 2021","Fri Aug 13 18:31:05 GMT 2021","23863","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 18:30:29 GMT 2021","Fri Aug 13 18:30:39 GMT 2021","10702","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Aug 13 18:31:05 GMT 2021","Fri Aug 13 18:31:22 GMT 2021","16760","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 18:30:10 GMT 2021","Fri Aug 13 18:30:19 GMT 2021","9562","test","test_conduit","TestConduit","","","test_registration",""
