"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 12 19:35:45 GMT 2021","Thu Aug 12 19:35:51 GMT 2021","5973","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Thu Aug 12 19:35:08 GMT 2021","Thu Aug 12 19:35:09 GMT 2021","147","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 12 19:36:14 GMT 2021","Thu Aug 12 19:36:21 GMT 2021","7079","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Thu Aug 12 19:35:27 GMT 2021","Thu Aug 12 19:35:36 GMT 2021","9184","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Thu Aug 12 19:35:21 GMT 2021","Thu Aug 12 19:35:22 GMT 2021","936","test","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 12 19:35:10 GMT 2021","Thu Aug 12 19:35:20 GMT 2021","10204","test","test_conduit","TestConduit","","","test_registration",""
"passed","Thu Aug 12 19:36:06 GMT 2021","Thu Aug 12 19:36:12 GMT 2021","6265","test","test_conduit","TestConduit","","","test_saving_data",""
"broken","Thu Aug 12 19:36:22 GMT 2021","Thu Aug 12 19:36:29 GMT 2021","7002","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Thu Aug 12 19:35:24 GMT 2021","Thu Aug 12 19:35:25 GMT 2021","1142","test","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Aug 12 19:35:53 GMT 2021","Thu Aug 12 19:36:04 GMT 2021","11105","test","test_conduit","TestConduit","","","test_listing_data",""
"broken","Thu Aug 12 19:35:38 GMT 2021","Thu Aug 12 19:35:44 GMT 2021","5948","test","test_conduit","TestConduit","","","test_modify_article",""
