"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 16:56:18 GMT 2021","Fri Aug 13 16:56:18 GMT 2021","71","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 16:56:19 GMT 2021","Fri Aug 13 16:56:28 GMT 2021","9461","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Aug 13 16:56:33 GMT 2021","Fri Aug 13 16:56:58 GMT 2021","24451","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Fri Aug 13 16:56:30 GMT 2021","Fri Aug 13 16:56:33 GMT 2021","2921","test","test_conduit","TestConduit","","","test_login",""
