"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 20:54:13 GMT 2021","Fri Aug 13 20:54:38 GMT 2021","24514","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Fri Aug 13 20:52:07 GMT 2021","Fri Aug 13 20:52:07 GMT 2021","96","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"broken","Fri Aug 13 20:52:38 GMT 2021","Fri Aug 13 20:52:53 GMT 2021","15068","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 20:52:27 GMT 2021","Fri Aug 13 20:52:38 GMT 2021","10979","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Aug 13 20:53:28 GMT 2021","Fri Aug 13 20:53:36 GMT 2021","8244","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 20:52:55 GMT 2021","Fri Aug 13 20:53:12 GMT 2021","17163","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 20:53:37 GMT 2021","Fri Aug 13 20:53:46 GMT 2021","9026","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 20:52:18 GMT 2021","Fri Aug 13 20:52:21 GMT 2021","2948","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 20:52:23 GMT 2021","Fri Aug 13 20:52:26 GMT 2021","3102","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 20:53:48 GMT 2021","Fri Aug 13 20:54:13 GMT 2021","24483","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 20:52:08 GMT 2021","Fri Aug 13 20:52:18 GMT 2021","9490","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Aug 13 20:53:13 GMT 2021","Fri Aug 13 20:53:26 GMT 2021","12975","test","test_conduit","TestConduit","","","test_listing_data",""
