"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 08 09:31:08 GMT 2021","Sun Aug 08 09:31:08 GMT 2021","97","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"broken","Sun Aug 08 09:31:31 GMT 2021","Sun Aug 08 09:31:55 GMT 2021","23721","test","test_conduit","TestConduit","","","test_logout",""
"passed","Sun Aug 08 09:31:19 GMT 2021","Sun Aug 08 09:31:30 GMT 2021","10240","test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Aug 08 09:31:09 GMT 2021","Sun Aug 08 09:31:19 GMT 2021","9594","test","test_conduit","TestConduit","","","test_registration",""
