"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 22 09:21:38 GMT 2021","Sun Aug 22 09:21:46 GMT 2021","8180","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Sun Aug 22 09:20:39 GMT 2021","Sun Aug 22 09:21:04 GMT 2021","25044","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Sun Aug 22 09:21:47 GMT 2021","Sun Aug 22 09:21:57 GMT 2021","9081","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Sun Aug 22 09:21:23 GMT 2021","Sun Aug 22 09:21:36 GMT 2021","12997","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Sun Aug 22 09:20:20 GMT 2021","Sun Aug 22 09:20:23 GMT 2021","2928","test","test_conduit","TestConduit","","","test_login",""
"passed","Sun Aug 22 09:20:27 GMT 2021","Sun Aug 22 09:20:38 GMT 2021","11284","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Sun Aug 22 09:20:10 GMT 2021","Sun Aug 22 09:20:19 GMT 2021","9541","test","test_conduit","TestConduit","","","test_registration",""
"passed","Sun Aug 22 09:21:05 GMT 2021","Sun Aug 22 09:21:22 GMT 2021","16977","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Sun Aug 22 09:20:08 GMT 2021","Sun Aug 22 09:20:08 GMT 2021","138","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Sun Aug 22 09:22:23 GMT 2021","Sun Aug 22 09:22:48 GMT 2021","24442","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Sun Aug 22 09:21:57 GMT 2021","Sun Aug 22 09:22:22 GMT 2021","24448","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Sun Aug 22 09:20:23 GMT 2021","Sun Aug 22 09:20:27 GMT 2021","3093","test","test_conduit","TestConduit","","","test_logout",""
