"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 17:08:24 GMT 2021","Fri Aug 13 17:08:38 GMT 2021","14040","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 17:07:29 GMT 2021","Fri Aug 13 17:07:39 GMT 2021","9670","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Aug 13 17:07:28 GMT 2021","Fri Aug 13 17:07:29 GMT 2021","94","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 17:07:49 GMT 2021","Fri Aug 13 17:08:00 GMT 2021","10970","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Aug 13 17:09:12 GMT 2021","Fri Aug 13 17:09:37 GMT 2021","24480","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 17:09:02 GMT 2021","Fri Aug 13 17:09:11 GMT 2021","8987","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 17:08:52 GMT 2021","Fri Aug 13 17:09:00 GMT 2021","8152","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 17:08:38 GMT 2021","Fri Aug 13 17:08:51 GMT 2021","13020","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Fri Aug 13 17:09:37 GMT 2021","Fri Aug 13 17:10:02 GMT 2021","24493","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"broken","Fri Aug 13 17:08:02 GMT 2021","Fri Aug 13 17:08:22 GMT 2021","20136","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 17:07:40 GMT 2021","Fri Aug 13 17:07:43 GMT 2021","2912","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 17:07:45 GMT 2021","Fri Aug 13 17:07:48 GMT 2021","3035","test","test_conduit","TestConduit","","","test_logout",""
