"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Aug 13 20:53:48 GMT 2021","Fri Aug 13 20:54:02 GMT 2021","14796","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Aug 13 20:54:04 GMT 2021","Fri Aug 13 20:54:07 GMT 2021","3139","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 20:56:09 GMT 2021","Fri Aug 13 20:56:33 GMT 2021","24481","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Fri Aug 13 20:54:51 GMT 2021","Fri Aug 13 20:55:08 GMT 2021","17128","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 20:54:09 GMT 2021","Fri Aug 13 20:54:12 GMT 2021","3007","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 20:53:46 GMT 2021","Fri Aug 13 20:53:46 GMT 2021","107","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Fri Aug 13 20:55:09 GMT 2021","Fri Aug 13 20:55:22 GMT 2021","12948","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Fri Aug 13 20:54:25 GMT 2021","Fri Aug 13 20:54:50 GMT 2021","25014","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 20:55:24 GMT 2021","Fri Aug 13 20:55:32 GMT 2021","8165","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 20:55:33 GMT 2021","Fri Aug 13 20:55:42 GMT 2021","9009","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 20:55:44 GMT 2021","Fri Aug 13 20:56:08 GMT 2021","24448","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 20:54:13 GMT 2021","Fri Aug 13 20:54:24 GMT 2021","10869","test","test_conduit","TestConduit","","","test_create_new_article",""
