"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 21:02:53 GMT 2021","Fri Aug 13 21:03:03 GMT 2021","9671","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Aug 13 21:03:26 GMT 2021","Fri Aug 13 21:03:51 GMT 2021","25256","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 21:04:36 GMT 2021","Fri Aug 13 21:04:45 GMT 2021","9094","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 21:03:05 GMT 2021","Fri Aug 13 21:03:08 GMT 2021","2913","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 21:05:13 GMT 2021","Fri Aug 13 21:05:38 GMT 2021","24657","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Fri Aug 13 21:04:47 GMT 2021","Fri Aug 13 21:05:11 GMT 2021","24550","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 21:03:09 GMT 2021","Fri Aug 13 21:03:12 GMT 2021","3132","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 21:04:26 GMT 2021","Fri Aug 13 21:04:35 GMT 2021","8252","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 21:03:53 GMT 2021","Fri Aug 13 21:04:10 GMT 2021","17077","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 21:03:14 GMT 2021","Fri Aug 13 21:03:25 GMT 2021","11195","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Aug 13 21:04:11 GMT 2021","Fri Aug 13 21:04:25 GMT 2021","13200","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Fri Aug 13 21:02:52 GMT 2021","Fri Aug 13 21:02:52 GMT 2021","112","test","test_conduit","TestConduit","","","test_home_page_appearances",""
