"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Thu Aug 05 15:57:52 GMT 2021","Thu Aug 05 15:58:05 GMT 2021","13598","test","test_conduit","TestConduit","","","test_logout",""
"broken","Thu Aug 05 15:58:06 GMT 2021","Thu Aug 05 15:58:13 GMT 2021","7396","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Thu Aug 05 15:57:46 GMT 2021","Thu Aug 05 15:57:51 GMT 2021","4820","test","test_conduit","TestConduit","","","test_login",""
"passed","Thu Aug 05 15:57:37 GMT 2021","Thu Aug 05 15:57:38 GMT 2021","39","test","test_conduit","TestConduit","","","test_home_page_appearances",""
"passed","Thu Aug 05 15:57:39 GMT 2021","Thu Aug 05 15:57:45 GMT 2021","5806","test","test_conduit","TestConduit","","","test_registration",""
