"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 13 21:42:03 GMT 2021","Fri Aug 13 21:42:28 GMT 2021","24535","test","test_conduit","TestConduit","","","test_sequential_data_input",""
"passed","Fri Aug 13 21:39:56 GMT 2021","Fri Aug 13 21:39:59 GMT 2021","2893","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Aug 13 21:40:05 GMT 2021","Fri Aug 13 21:40:16 GMT 2021","10948","test","test_conduit","TestConduit","","","test_create_new_article",""
"passed","Fri Aug 13 21:39:45 GMT 2021","Fri Aug 13 21:39:55 GMT 2021","9629","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Aug 13 21:41:37 GMT 2021","Fri Aug 13 21:42:02 GMT 2021","24464","test","test_conduit","TestConduit","","","test_sequential_data_input_from_csv",""
"passed","Fri Aug 13 21:40:01 GMT 2021","Fri Aug 13 21:40:04 GMT 2021","3084","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Aug 13 21:41:27 GMT 2021","Fri Aug 13 21:41:36 GMT 2021","9054","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Aug 13 21:40:18 GMT 2021","Fri Aug 13 21:40:43 GMT 2021","25119","test","test_conduit","TestConduit","","","test_modify_article",""
"passed","Fri Aug 13 21:41:18 GMT 2021","Fri Aug 13 21:41:26 GMT 2021","8183","test","test_conduit","TestConduit","","","test_saving_data",""
"passed","Fri Aug 13 21:41:03 GMT 2021","Fri Aug 13 21:41:16 GMT 2021","13030","test","test_conduit","TestConduit","","","test_listing_data",""
"passed","Fri Aug 13 21:40:45 GMT 2021","Fri Aug 13 21:41:02 GMT 2021","16974","test","test_conduit","TestConduit","","","test_delete_article",""
"passed","Fri Aug 13 21:39:43 GMT 2021","Fri Aug 13 21:39:43 GMT 2021","110","test","test_conduit","TestConduit","","","test_home_page_appearances",""
